gross_over_budget,budget_2016_mm,gross_2016_mm,tickets_sold,content_rating,imdb_score,num_critic_for_reviews,num_user_for_reviews,nudity,movie_scale,movie_title,plot_keywords
0.06,27,2,0.2,R,7.5,146,1137,n,medium,Equilibrium,cleric|dystopia|fascist|law|neo noir
0.06,31,2,0.2,R,2.9,143,471,n,medium,BloodRayne,escape|half human|king|vampire|vampire hunter
0.08,50,4,0.5,R,5.3,63,64,n,medium,Isn't She Great,autistic son|cancer|female protagonist|new york city|son
0.08,26,2,0.3,R,2.8,28,66,n,medium,Marci X,female protagonist|hip hop|jewish american princess|rapper|record label
0.09,46,4,0.6,R,6.9,70,161,n,medium,Cradle Will Rock,1930s|depression|play|theatre|union
0.1,58,6,0.7,PG,4.5,26,74,n,medium,Can't Stop the Music,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city
0.1,71,7,0.8,R,5.4,261,207,n,medium,Blackhat,chinese|computer|cybercrime|hacker|one word title
0.1,52,5,0.7,R,6.4,115,115,n,medium,Love in the Time of Cholera,19th century|colombia|love|marriage|widow
0.1,64,7,0.8,PG-13,5.9,106,63,n,medium,Lucky You,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms
0.1,70,7,0.9,R,2.4,131,418,n,medium,Gigli,gangster|hospital|lesbian|mob|thug
0.11,26,3,0.7,G,8.6,120,211,n,medium,Modern Times,actor director writer|invention|machine|music score composed by director|tramp
0.11,48,5,0.8,G,6.9,18,49,n,medium,Cats Don't Dance,animal|cat|child star|hollywood|star
0.11,32,4,0.5,G,5.7,10,15,n,medium,The Nutcracker,christmas|lifting female in air|lifting male in air|lifting someone into the air|little girl
0.12,29,3,0.4,R,6.2,224,105,n,medium,The Fifth Estate,computer hacker|internet|news leak|whistleblowing|wikileaks
0.12,45,5,0.7,PG,6.4,50,27,n,medium,Roar,chase|dead man|jungle|killing a lion|killing a tiger
0.12,72,9,1.3,R,5.8,46,97,n,medium,Mary Reilly,19th century|butler|housemaid|laboratory|servant
0.12,72,9,1,PG,5.6,51,54,n,medium,Legends of Oz: Dorothy's Return,jester|kansas|oz|princess|tornado
0.13,70,9,1.2,R,5.6,82,91,n,medium,What Planet Are You From?,alien|baby|banker|pregnancy|question in title
0.13,46,6,0.7,R,6.5,54,156,n,medium,Beyond Borders,africa|american|border|doctor|well
0.13,98,12,1.6,R,6.7,81,183,n,medium,The Great Raid,american|lieutenant colonel|mission|rescue|soldier
0.13,58,7,1.1,R,8,12,129,n,medium,"Blood In, Blood Out",1970s|1980s|barrio|gang war|mexican
0.13,64,8,1,PG-13,4.9,75,93,n,medium,The Big Bounce,breasts|consensual sex|female nudity|judge|surfer
0.13,35,5,0.6,R,7.5,273,415,n,medium,The Assassination of Jesse James by the Coward Robert Ford,long title|outlaw|robbery|train|train robbery
0.13,33,4,0.5,R,5.3,21,62,n,medium,The Clan of the Cave Bear,cave bear|cro magnon|neanderthal|survival|tradition
0.13,60,8,1.1,PG-13,6.9,10,71,n,medium,Radio Flyer,father son relationship|physical abuse|radio flyer|stepfather|stepfather stepson relationship
0.14,61,9,1.1,PG,6.5,118,102,n,medium,City of Ember,box|food|mayor|pipeworks|scientist
0.14,41,6,0.7,PG-13,6,159,91,n,medium,Victor Frankenstein,assistant|experiment|frankenstein|medical student|scientist
0.15,46,7,1,PG,5.3,15,30,n,medium,Bogus,box office flop|circus|imaginary friend|magician|one word title
0.15,50,7,0.9,PG-13,5.3,76,50,n,medium,Against the Ropes,boxer|boxing|boxing arena|boxing manager|directed by co star
0.15,54,8,1.1,R,6.2,83,207,n,medium,Impostor,alien|android|bomb|future|weapon
0.16,39,6,0.9,R,5.2,60,173,n,medium,Tank Girl,2030s|21st century|desert|jet|tank
0.16,40,7,0.9,R,6.9,65,123,n,medium,Mumford,college|drugs|patient|psychologist|secret
0.17,34,6,0.7,R,6.4,127,226,n,medium,Mindhunters,fbi|group|island|serial killer|training
0.17,57,10,1.2,R,5.7,279,131,n,medium,Bullet to the Head,bar|bullet|corruption|detective|lawyer
0.18,55,10,1.4,R,6.4,38,81,n,medium,Switchback,deputy|fbi agent|knife held to throat|serial killer|sheriff
0.18,44,8,0.9,PG,6.2,108,125,n,medium,The Big Year,alaska|birding|competition|migration|storm
0.18,50,9,1.1,R,6,158,182,n,medium,Miracle at St. Anna,boy|german soldier|partisan|trapped|village
0.18,35,6,0.9,PG,3.9,18,37,n,medium,Meet the Deedles,accidental kiss|eating a worm|park|worm|yellowstone national park
0.18,48,9,1,PG,6.3,152,142,n,medium,Johnny English Reborn,assassin|chinese|conspiracy|gadget|premier
0.18,96,17,2.1,PG-13,5.5,175,154,n,medium,Seventh Son,apprentice|demon|exorcism|master apprentice relationship|witch
0.18,53,10,1.2,PG-13,6.5,87,186,n,medium,Big Trouble,airport|fbi agent|person in a car trunk|suitcase|suitcase bomb
0.18,52,10,1.4,PG,4.6,24,31,n,medium,Warriors of Virtue,anthropomorphic animal|football|kangaroo|sword and sorcery|water boy
0.19,93,17,2.2,PG-13,5.9,232,273,n,medium,The Invasion,alien|epidemic|psychiatrist|space shuttle|virus
0.19,47,9,1.2,PG-13,5.6,52,61,n,medium,I Dreamed of Africa,dream|italian|kenya|ranch|snake
0.19,95,18,2.4,PG,6.2,81,123,n,medium,Osmosis Jones,blood|body|egg|virus|white blood cell
0.19,30,6,0.8,PG-13,2.1,66,308,n,medium,Glitter,cult film|disc jockey|female protagonist|music business|one word title
0.2,79,15,2.3,R,5.1,50,70,n,medium,Jade,blackmail|investigation|murder|panties pulled down|prostitution
0.2,67,13,1.6,PG,4.9,127,109,n,medium,Meet Dave,alien|mutiny|orb|planet|spaceship
0.2,42,8,1.2,PG-13,7,85,117,n,medium,Kundun,chinese|dalai lama|lama|tibet|tibetan
0.2,88,18,2.6,PG,4.9,56,88,n,medium,Holy Man,1990s|evangelist|professional rivalry|swimming pool|televangelist
0.2,50,10,1.3,R,5.1,112,204,n,medium,The Order,death|exorcism|heaven|priest|sin eater
0.2,93,19,2.5,R,3.6,92,277,n,medium,Ballistic: Ecks vs. Sever,blood splatter|camera shot from inside human body|combat|die hard scenario|fbi
0.21,50,10,1.2,PG,2.7,130,524,n,medium,Dragonball: Evolution,bad|dragon|grandfather|orb|warrior
0.21,79,16,2.4,R,5.1,34,90,n,medium,The Scarlet Letter,17th century|adultery|letter|pubic hair|swimming
0.21,31,6,0.8,R,7.6,251,320,n,medium,Little Children,adulterous wife|bar|dysfunctional marriage|sex offender|suburb
0.21,75,16,2.3,PG-13,6.2,59,73,n,medium,Mad City,hostage|museum|natural history museum|news reporter|reporter
0.21,33,7,0.9,R,5.9,63,112,n,medium,Gossip,college|college campus|gossip|rape|sex
0.21,42,9,1.1,PG-13,6.9,147,196,n,medium,A Good Year,based on novel|inheritance|provence|uncle|wine
0.21,53,11,1.4,R,5.5,296,211,n,medium,Drive Angry,baby|cult|oklahoma|sex scene|waitress
0.22,91,20,2.6,PG-13,4.8,100,282,n,medium,Supernova,deep space|distress signal|explosion|mining|rescue
0.22,52,12,1.3,PG-13,4.7,178,176,n,medium,Jonah Hex,confederate|death|independence day|military|terrorist
0.23,31,7,0.9,PG-13,4.1,31,26,n,medium,Underclassman,police|private school|shootout|undercover|wigger
0.23,39,9,1.1,R,6,151,280,n,medium,Punisher: War Zone,gun fu|plastic surgery|psychopath|undercover|vigilante
0.23,73,17,2.1,PG-13,6.3,84,497,n,medium,Gods and Generals,confederacy|hero|prequel|stonewall jackson|war hero
0.24,40,9,1.2,PG-13,6.8,64,86,n,medium,Young Sherlock Holmes,cult|death|delusion|girl|sherlock holmes
0.24,45,11,1.3,PG,7.3,86,45,n,medium,The Express,african american|coach|football movie|nonlinear timeline|syracuse university
0.24,52,13,1.6,PG-13,5.8,78,147,n,medium,Duplex,christmas|duplex|television|tenant|writer
0.25,90,22,2.6,PG-13,5.8,205,232,n,medium,Nine,based on stage musical based on film|child abuse|film director|italian|mistress
0.25,66,16,2.4,R,6,106,273,n,medium,Deep Rising,creature feature|hijacker|ocean|ship|shot in the leg
0.25,98,24,3.2,PG-13,5.7,145,348,n,medium,Red Planet,astronaut|mars|robot|robot as menace|survival
0.25,28,7,0.8,R,6.1,125,50,n,medium,Our Brand Is Crisis,bolivia|box office flop|inspired by documentary|presidential campaign|year 2002
0.27,41,11,1.3,R,5.8,224,110,n,medium,The Gunman,assassination|blood vomiting|death|hit squad|mercenary
0.27,50,13,1.8,PG,3.5,40,54,n,medium,Megaforce,dictator|electronic music score|one word title|secret headquarters|soldier
0.27,29,8,1,PG-13,6.7,113,248,n,medium,Beyond the Sea,bobby darin|career|love|marriage|sandra dee
0.27,46,12,1.5,R,6.4,376,258,n,medium,The Last Stand,deputy|escape|fbi|modern western|sheriff
0.27,71,19,2.3,PG-13,4.2,156,202,n,medium,The Legend of Hercules,ancient greece|forbidden love|hercules|king|slavery
0.27,58,16,2.3,PG-13,6.6,37,89,n,medium,White Squall,acrophobia|jamaica|male bonding|prostitute|tragedy
0.27,79,21,3.1,R,7.1,83,161,n,medium,Nixon,courtship|election|paranoia|president|quaker
0.27,93,25,3.3,R,3,151,289,n,medium,Rollerball,ball|blood|skating|song|year 2005
0.27,30,8,1.1,PG-13,4.1,18,111,n,medium,Megiddo: The Omega Code 2,armageddon|battle|end times|reference to satan|sequel
0.27,79,22,2.9,PG-13,5.8,85,183,n,medium,All the Pretty Horses,1940s|cowboy|mexico|railway station|texas
0.28,31,9,1.1,PG,6.8,118,71,n,medium,Martian Child,adopted son|adoption|boy|mars the planet|widower
0.28,37,10,1.3,PG-13,7,107,152,n,medium,An Unfinished Life,abusive boyfriend|bear|car accident|ranch|wyoming
0.29,30,9,1.1,R,6.7,142,74,n,medium,The Hoax,book|fabrication|fake|hoax|manuscript
0.29,35,10,1.3,PG-13,6.8,116,178,n,medium,The Curse of the Jade Scorpion,efficiency expert|insurance investigator|magician|scorpion|thief
0.29,35,10,1.2,PG,7.4,335,195,n,medium,The Walk,1970s|based on true story|new york city|skyscraper|tightrope walker
0.29,42,12,1.5,PG-13,7.3,274,915,n,medium,The Fountain,eternity|love|mayan|tree|tree of life
0.29,42,12,1.8,PG,5.4,21,21,n,medium,A Simple Wish,8 year old|convention|magic|magic wand|male fairy godmother
0.29,62,18,2.1,PG,5.6,93,39,n,medium,Imagine That,blanket|competition|family relationships|feather|sleepover
0.29,39,11,1.4,R,5.5,166,142,n,medium,Whiteout,antarctica|geologist|investigation|u.s. marshal|winter
0.3,77,23,3,R,6.2,107,191,n,medium,Rock Star,cover band|fired from a job|heavy metal|rock star|tribute band
0.3,35,11,1.3,R,5.7,233,212,n,medium,Sabotage,dea|drug cartel|kicked in the crotch|strip club|tough girl
0.3,38,11,1.5,R,4.9,156,460,n,medium,Ghosts of Mars,head on a stake|machine gun|martian|nuclear reactor|outer space
0.3,79,24,3.3,R,6.8,163,382,n,medium,Bringing Out the Dead,ambulance|ghost|hell|paramedic|rescue
0.3,81,25,3.2,R,6.9,110,281,n,medium,The Last Castle,colonel|general|military|prison|three star general
0.3,91,28,3.2,PG-13,6,202,117,n,medium,The Last Witch Hunter,box office flop|burned to death|magic|witch|witch hunter
0.3,51,15,2,PG-13,4.8,76,176,n,medium,Envy,best friend|dog|envy|jealousy|neighbor
0.31,49,15,2.1,R,5.3,107,260,n,medium,The Astronaut's Wife,astronaut|electrocuted in bathtub|mission|pilot|sister
0.32,80,25,3.3,R,6.3,112,196,n,medium,Hart's War,colonel|honor|lieutenant|pilot|racism
0.32,34,11,1.4,R,5.9,101,139,n,medium,Suspect Zero,fbi|fbi agent|murder|salesman|serial killer
0.32,41,13,1.8,R,6,30,81,n,medium,Harley Davidson and the Marlboro Man,bar|biker|cowboy|drugs|marlboro
0.32,62,20,2.4,PG-13,6.2,231,258,n,medium,Beautiful Creatures,dream|escape|magic|magic spell|small town
0.33,28,9,1.2,PG-13,6.7,111,147,n,medium,Moonlight Mile,1970s|death|district attorney|fiancee|watching television
0.33,47,15,2,R,6.8,119,208,n,medium,The Shipping News,employee employer relationship|husband wife relationship|newspaper|ship|wake
0.33,29,10,1.4,R,7.9,148,420,n,medium,Ed Wood,1950s|director|friend|friendship|transvestism
0.33,67,22,2.8,PG-13,4.8,223,290,n,medium,The Spirit,female star appears nude|pants falling down|samurai|white rat|woman in a towel
0.33,56,18,2.4,PG,4.5,93,71,n,medium,Happily N'Ever After,apostrophe in title|cinderella|first of series|punctuation in title|three word title
0.33,49,16,2.2,R,5.2,68,94,n,medium,Chill Factor,colonel|ice|ice cream truck|military|u.s. army
0.33,42,14,1.8,PG,4.2,63,113,n,medium,Zoom,bruise|female hero|super strength|superhero|teenage superhero
0.33,48,16,2.2,PG,6.7,60,102,n,medium,Dragonslayer,apprentice|dragon|king|kingdom|wizard
0.33,81,27,4,PG,5.9,22,78,n,medium,Baby's Day Out,baby|baby boy|kidnapping|kidnapping a child|taxi
0.33,58,19,2.6,PG-13,6.3,54,111,n,medium,The Deep End of the Ocean,basketball|boy|italian|kidnapping a child|reunion
0.34,84,28,4.2,R,5.8,50,89,n,medium,The Fan,baseball|fan|obsession|salesman|san francisco giants
0.34,32,11,1.3,PG,4.8,77,38,n,medium,Hoodwinked Too! Hood vs. Evil,3 dimensional|box office flop|critically bashed|red riding hood|wolf
0.34,54,18,2.7,PG-13,7.8,175,641,n,medium,Gattaca,accident|future|genetics|mission|police
0.35,45,15,1.8,PG-13,5.9,157,157,n,medium,Cirque du Freak: The Vampire's Assistant,antidote|based on young adult novel|flyer|spider|vampire
0.35,32,11,1.4,R,6.8,131,197,n,medium,Rendition,american|bare chested male bondage|cia|detention|interrogation
0.35,77,27,3.6,R,7.4,173,335,n,medium,Wonder Boys,based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor
0.36,68,25,3.5,PG-13,5.9,40,66,n,medium,Memoirs of an Invisible Man,accident|bar|chase|cia|laboratory
0.36,53,19,2.5,PG-13,5.8,86,128,n,medium,Life or Something Like It,football|homeless man|interview|psychic|reporter
0.36,55,20,3,PG-13,6.7,31,57,n,medium,Ghosts of Mississippi,activist|assassin|civil rights|trial|widow
0.36,31,11,1.3,R,6.5,217,127,n,medium,Dead Man Down,crime lord|dead body|dead body in a freezer|new york city|truck explosion
0.37,41,15,1.9,PG-13,6.1,123,221,n,medium,Antitrust,boss|communications|computer|genius|job
0.37,61,23,2.9,PG-13,5.8,120,208,n,medium,Into the Blue,bahamas|blood splatter|cocaine|hairy chest|shark
0.37,86,32,4.4,PG-13,5.9,55,106,n,medium,At First Sight,based on article|blindness|box office flop|massage therapist|regaining sight
0.37,80,30,3.9,R,6.2,104,166,n,medium,City by the Sea,beach|grandson|murder|new york city|police
0.37,56,21,2.8,R,5.1,102,284,n,medium,Get Carter,affair|car crash|enforcer|funeral|murder
0.37,37,14,1.6,PG-13,5.7,135,50,n,medium,Playing for Keeps,coach|soccer|soccer coach|soccer mom|soccer team
0.37,57,21,2.8,R,5.9,113,399,n,medium,3000 Miles to Graceland,casino|elvis impersonator|gun|heist|rascal
0.38,31,12,1.7,PG-13,6.2,79,223,n,medium,Hackers,computer|computer virus|cyberpunk|fight the system|sexual fantasy
0.38,47,18,2.3,PG-13,6,44,162,n,medium,American Outlaws,legend|old west|outlaw|railroad|stealing from the rich
0.38,40,15,2.2,PG-13,6,63,39,n,medium,The Newton Boys,bank robber|brother brother relationship|crime spree|explosive|train
0.38,45,17,2.1,R,5.4,125,154,n,medium,Bangkok Dangerous,deaf|hitman|nightclub|pickpocket|rules of profession
0.38,34,13,1.5,PG,6.5,126,64,n,medium,Extraordinary Measures,cure|disease|imagination|race against time|venture capital
0.39,43,17,2.3,PG-13,4.1,85,338,n,medium,Wing Commander,27th century|fighter pilot|orchestral music score|outer space|space opera
0.39,98,38,4.9,PG,6.9,128,376,n,medium,The Majestic,amnesia|california|communist|small town|writer
0.39,59,23,2.7,PG-13,6,174,137,n,medium,Dream House,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train
0.39,28,11,1.3,PG-13,5.8,225,134,n,medium,Pride and Prejudice and Zombies,based on novel|damsel in distress|deception|england|zombie
0.39,65,26,3.2,R,7.5,141,420,n,medium,The Life of David Gale,activist|death|death row|murder|texas
0.4,43,17,2.3,R,5.5,62,148,n,medium,In Dreams,dream|mental institution|padded cell|serial killer|suicide attempt
0.4,48,19,2.4,PG-13,6.4,260,619,n,medium,Marie Antoinette,austria|cake|france|queen|versailles
0.4,52,21,2.8,PG-13,6.8,95,194,n,medium,Snow Falling on Cedars,fisherman|japanese|love|trial|washington state
0.4,98,39,5,PG-13,5.3,132,254,n,medium,Hollywood Homicide,audition|kissing while having sex|machismo|murder|sex
0.4,26,10,1.2,PG-13,4.9,169,68,n,medium,I Don't Know How She Does It,black comedy|delivery boy|dinner|gym|punishment
0.4,38,15,2.3,PG-13,6.2,20,50,n,medium,Mrs. Winterbourne,love|train|train wreck|twin brother|two word title
0.4,36,15,2,PG-13,6.4,70,187,n,medium,Brokedown Palace,bangkok|friend|lawyer|smuggling|thailand
0.41,79,32,4.4,PG-13,6.1,115,195,n,medium,Edtv,female removes her clothes|one word title|producer|television|video store
0.41,26,11,1.3,PG,5.5,52,64,n,medium,Invaders from Mars,alien|boy|nurse|school|school nurse
0.41,50,20,2.4,R,6.7,79,47,n,medium,Free State of Jones,american civil war|civil war|u.s. civil war
0.41,51,21,2.6,PG-13,5.5,74,112,n,medium,The Whole Ten Yards,dentist|face slap|flashback|hitman|killing an animal
0.41,76,31,4.6,PG-13,5.6,47,95,n,medium,Chain Reaction,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion
0.42,81,34,4.9,R,5.9,78,207,n,medium,Beloved,farm|freedom|ohio|slavery|spirit
0.42,34,14,1.7,PG-13,6.7,584,975,n,medium,The Tree of Life,1950s|children|ice cube|texas|waco texas
0.42,62,26,3.5,PG-13,5.7,13,39,n,medium,Flight of the Intruder,bombardier|pilot|u.s. navy|vietnam|vietnam war
0.42,76,32,4,PG-13,5.5,178,532,n,medium,Aeon Flux,based on cult favorite|disease|female hero|female protagonist|future
0.42,37,16,2,PG-13,6.7,222,671,n,medium,The New World,captain|fort|love|native american|trade
0.43,53,22,3.1,PG,5.4,13,34,n,medium,Under the Rainbow,assassin|hotel|japanese tourist|secret service|wizard of oz
0.43,98,42,5.7,R,7.9,209,521,n,medium,The Insider,cbs|cbs news|research|tobacco|whistleblower
0.43,38,16,2.1,PG-13,7,98,298,n,medium,Wicker Park,flashback|flashback within a flashback|multiple perspectives|obsession|split screen
0.43,41,17,2.2,R,6.2,227,298,n,medium,Lions for Lambs,afghanistan|professor|reporter|student|university
0.43,33,14,1.8,PG-13,4.9,72,157,n,medium,Abandon,college|detective|disappearance|police detective|thesis
0.43,27,11,1.5,R,4.9,63,132,n,medium,Boat Trip,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone
0.43,35,15,1.7,R,6.3,197,187,n,medium,Repo Men,artificial organ|best friend|enforcer|future|near future
0.43,55,24,3,PG-13,6.4,168,409,n,medium,The Producers,accountant|money|opening night|scheme|swedish
0.43,42,18,2.6,PG,7.7,22,256,n,medium,Gettysburg,american civil war|battle|blood splatter|civil war|irish american
0.43,93,40,5.2,PG-13,5.6,128,189,n,medium,Bad Company,cia|cia agent|terrorist|twin|twin brother
0.43,80,34,4.4,PG,6.1,136,202,n,medium,Zathura: A Space Adventure,2000s|coke|meeting future self|reference to spongebob squarepants|sony
0.43,53,23,2.7,R,5.6,208,274,n,medium,Your Highness,knight|prince|quest|rescue|thong bikini
0.43,35,15,2.1,R,4.1,75,162,n,medium,Universal Soldier: The Return,combat|computer|general|military|reporter
0.44,27,12,1.7,R,7.5,124,287,n,medium,The Ice Storm,ice|ice storm|storm|thanksgiving|virgin
